%C4%AF+%C5%A1al%C4%AF+laikinai+dirbti+atsi%C5%B3stas+u%C5%BEsienietis%2C+kurio+nuolatin%C4%97+darbo+vieta+yra+u%C5%BEsienyje-lt = admittedTerm-admn-sts
%C4%AFgaliojimai+atlikti+patikrinimus-lt = admittedTerm-admn-sts
%C5%A1%C4%97riuotasis+vainik%C5%ABnas-lt = deprecatedTerm-admn-sts
ra%C5%A1tas%2C+kuriuo+prieglobs%C4%8Dio+pra%C5%A1ytojas+parei%C5%A1kia+nor%C4%85+nutraukti+pra%C5%A1ymo+suteikti+prieglobst%C4%AF+nagrin%C4%97jim%C4%85-lt = admittedTerm-admn-sts
regionui+nustatyta+riba-lt = admittedTerm-admn-sts
registruotas+prekybininkas-lt = deprecatedTerm-admn-sts
riebalus+tirpdanti+med%C5%BEiaga-lt = deprecatedTerm-admn-sts
toksi%C5%A1kumo+ekvivalentas-lt = preferredTerm-admn-sts
toksi%C5%A1kumo+ekvivalento+faktorius-lt = preferredTerm-admn-sts
transporto+priemon%C4%97s+stov%C4%97jimo+pad%C4%97tis-lt = preferredTerm-admn-sts
trauka-lt = preferredTerm-admn-sts
vietin%C4%97+ma%C5%BEakraujyst%C4%97-lt = preferredTerm-admn-sts
visumin%C4%97+skaitmeninio+perdavimo+sparta-lt = preferredTerm-admn-sts
%C4%AFsiurbimo+kolektorius-lt = preferredTerm-admn-sts
%C5%A1eriuotoji+p%C4%97dul%C4%97-lt = preferredTerm-admn-sts
%C5%A1iaurin%C4%97+krevet%C4%97-lt = supersededTerm-admn-sts
%C5%A1viesos+stipris-lt = preferredTerm-admn-sts
%C5%ABminio+toksi%C5%A1kumo+klasi%C5%B3+metodas-lt = preferredTerm-admn-sts
%E2%80%9EErasmus+visiems%E2%80%9C-lt = supersededTerm-admn-sts
Bendrijos+%C5%BEvejybos+laivas-lt = supersededTerm-admn-sts
ES+auk%C5%A1tojo+mokslo+internacionalizavimo+strategija-lt = admittedTerm-admn-sts
Generalinis+direktoratas+%E2%80%9EEuropeAid+%E2%80%93+vystymasis+ir+bendradarbiavimas%E2%80%9C-lt = deprecatedTerm-admn-sts
Globali+aplinkos+ir+saugumo+steb%C4%97senos+sistema-lt = supersededTerm-admn-sts
Lietuvos+smulkaus+ir+vidutinio+verslo+pl%C4%97tros+agent%C5%ABra-lt = supersededTerm-admn-sts
Lotyn%C5%B3+Amerikos+darbo+grup%C4%97-lt = supersededTerm-admn-sts
MONUC-lt = supersededTerm-admn-sts
Saugumo+komitetas+%28informacijos+saugumo+u%C5%BEtikrinimas+-+ekspertai%29-lt = supersededTerm-admn-sts
Tarptautinis+epizootij%C5%B3+biuras-lt = supersededTerm-admn-sts
Valstybin%C4%97+radijo+da%C5%BEni%C5%B3+tarnyba-lt = supersededTerm-admn-sts
administracin%C4%97+autonomija-lt = admittedTerm-admn-sts
afrikinis+arkli%C5%B3+maras-lt = admittedTerm-admn-sts
bandymo+aparat%C5%ABra-lt = preferredTerm-admn-sts
biometrinis+pasas-lt = preferredTerm-admn-sts
dulksnos+dreifas-lt = preferredTerm-admn-sts
emisijas+ma%C5%BEinanti+technologija-lt = deprecatedTerm-admn-sts
enzootinis+kiauli%C5%B3+encefalomielitas-lt = admittedTerm-admn-sts
finans%C5%B3+rink%C5%B3+valdysena-lt = deprecatedTerm-admn-sts
gabarit%C5%B3+%C5%BEenklinimas+i%C5%A1tisine+linija-lt = preferredTerm-admn-sts
geroji+patirtis-lt = preferredTerm-admn-sts
guaras-lt = deprecatedTerm-admn-sts
gynybos+dokument%C5%B3+rinkinys-lt = preferredTerm-admn-sts
gyvenam%C4%85j%C4%AF+plot%C4%85+patvirtinantys+dokumentai-lt = admittedTerm-admn-sts
hospitalizavimas-lt = preferredTerm-admn-sts
infekcijos+sukeliamas+v%C4%97%C5%BEys-lt = preferredTerm-admn-sts
izotropinis+antenos+stiprinimas-lt = preferredTerm-admn-sts
kompensavimas+vienkartine+i%C5%A1moka-lt = preferredTerm-admn-sts
krevet%C4%97-lt = supersededTerm-admn-sts
laikinasis+i%C5%A1ve%C5%BEimas-lt = admittedTerm-admn-sts
lygyb%C4%97+sveikatos+prie%C5%BEi%C5%ABros+srityje-lt = preferredTerm-admn-sts
mirtina+doz%C4%97-lt = admittedTerm-admn-sts
negr%C4%85%C5%BEinimo+principas-lt = admittedTerm-admn-sts
organigrama-lt = deprecatedTerm-admn-sts
pagal+pagalbos+schem%C4%85+teikiama+pagalba-lt = admittedTerm-admn-sts
pagrindin%C4%97s+informacijos+dokumentas-lt = preferredTerm-admn-sts
papildoma+paslauga-lt = preferredTerm-admn-sts
paprastas+grynas+alyvuogi%C5%B3+aliejus-lt = preferredTerm-admn-sts
paprastasis+migdolas-lt = preferredTerm-admn-sts
parengtinio+tyrimo+u%C5%BEbaigimas-lt = supersededTerm-admn-sts
pri%C4%97mimo+bandymas-lt = preferredTerm-admn-sts
pusiausviroji+sorbcija-lt = preferredTerm-admn-sts
ry%C5%A1i%C5%B3+palaikymo+%C4%AFstaiga-lt = preferredTerm-admn-sts
serologinis+tipas-lt = preferredTerm-admn-sts
steigimosi+teis%C4%97-lt = preferredTerm-admn-sts
sunaudotos+energijos+kiekis-lt = preferredTerm-admn-sts
tarptautinis+ve%C5%BEimas+vidaus+vanden%C5%B3+keliais-lt = preferredTerm-admn-sts
tikslinamoji+suma-lt = preferredTerm-admn-sts
vaiko+ir+t%C4%97v%C5%B3+giminyst%C4%97s+santykiai-lt = admittedTerm-admn-sts
vertinimo+ataskaita-lt = preferredTerm-admn-sts
visas+suveikimo+laikas-lt = deprecatedTerm-admn-sts
vyriausiasis+%C4%AFgaliotinis+bendrai+u%C5%BEsienio+ir+saugumo+politikai-lt = supersededTerm-admn-sts
%C4%AF+oficial%C5%B3j%C4%AF+bir%C5%BEos+s%C4%85ra%C5%A1%C4%85+%C4%AFtrauktas+vertybinis+popierius-lt = admittedTerm-admn-sts
%C4%AFstrigti-lt = preferredTerm-admn-sts
%C5%A1viesd%C4%97%C5%BE%C4%97-lt = preferredTerm-admn-sts
%C5%ABmus+inkst%C5%B3+nepakankamumas-lt = preferredTerm-admn-sts
Europos+S%C4%85jungos+%C5%A1eim%C5%B3+organizacij%C5%B3+konfederacija-lt = supersededTerm-admn-sts
Tarybos+generalinio+sekretoriato+Saugumo+tarnyba-lt = supersededTerm-admn-sts
absorberis-lt = admittedTerm-admn-sts
akytoji+sandara-lt = preferredTerm-admn-sts
atmintin%C4%97-lt = preferredTerm-admn-sts
avi%C5%B3+s%C5%ABris-lt = admittedTerm-admn-sts
balk%C5%A1vagrybis-lt = preferredTerm-admn-sts
bangini%C5%B3+%C5%A1eimos+gyv%C5%ABnai-lt = deprecatedTerm-admn-sts
bendra+prid%C4%97tin%C4%97s+vert%C4%97s+mokes%C4%8Dio+sistema-lt = preferredTerm-admn-sts
centrifuginis+m%C4%97gintuv%C4%97lis-lt = admittedTerm-admn-sts
citrusini%C5%B3+i%C5%A1spaudos-lt = admittedTerm-admn-sts
dani%C5%A1kas+vilktinis-lt = admittedTerm-admn-sts
did%C5%BEiausia+leistinoji+apkrova-lt = deprecatedTerm-admn-sts
dideli%C5%B3+%C4%AFsiskolinim%C5%B3+turin%C4%8Dios+neturtingos+%C5%A1alys-lt = deprecatedTerm-admn-sts
dr%C4%97kinamoji+med%C5%BEiaga-lt = admittedTerm-admn-sts
elektros+var%C5%BEa-lt = supersededTerm-admn-sts
elektrostatinis+nusodintuvas-lt = preferredTerm-admn-sts
etato+ekvivalentas-lt = preferredTerm-admn-sts
gabaritinis+plotis-lt = deprecatedTerm-admn-sts
gamintojo+atpa%C5%BEinimo+%C5%BEenklas-lt = admittedTerm-admn-sts
gr%C4%AF%C5%BEties+grandin%C4%97-lt = preferredTerm-admn-sts
grupuot%C4%97+%E2%80%9EAnsar+Bayt+al-Maqdis%E2%80%9C-lt = supersededTerm-admn-sts
karcinogenas-lt = admittedTerm-admn-sts
kritinis+trumpojo+jungimo+nutraukimo+laikas-lt = deprecatedTerm-admn-sts
leid%C5%BEiama+paros+doz%C4%97-lt = preferredTerm-admn-sts
ne+Bendrijos+prek%C4%97s-lt = supersededTerm-admn-sts
nedarbo+draudimo+i%C5%A1mok%C5%B3+gav%C4%97jai-lt = admittedTerm-admn-sts
neigiamas+kontrolinis+m%C4%97ginys-lt = preferredTerm-admn-sts
neriboto+galiojimo+leidimas+gyventi+%C5%A1alyje-lt = admittedTerm-admn-sts
oficialiai+paskirtas+skerdyklos+veterinarijos+gydytojas-lt = deprecatedTerm-admn-sts
pakeliamoji-lt = admittedTerm-admn-sts
paprastasis+otas-lt = preferredTerm-admn-sts
per+maist%C4%85+plintanti+u%C5%BEkre%C4%8Diamoji+liga-lt = admittedTerm-admn-sts
politin%C4%97+frakcija-lt = admittedTerm-admn-sts
pradinis+kamienas-lt = supersededTerm-admn-sts
preliminar%C5%B3+pripa%C5%BEinim%C4%85+gavusios+gamintoj%C5%B3+organizacijos-lt = deprecatedTerm-admn-sts
reklama+jaukas-lt = supersededTerm-admn-sts
saldi%C5%A1akn%C4%97s+ekstraktas-lt = deprecatedTerm-admn-sts
siauralap%C4%97+nolina-lt = supersededTerm-admn-sts
sienos+liga-lt = deprecatedTerm-admn-sts
silosiniai+kukur%C5%ABzai-lt = preferredTerm-admn-sts
skiepijimas-lt = deprecatedTerm-admn-sts
stereomikroskopas-lt = preferredTerm-admn-sts
tankusis+lapinis+burok%C4%97lis-lt = preferredTerm-admn-sts
tarpregionin%C4%97+grup%C4%97+%E2%80%9EAutomobili%C5%B3+pramon%C4%97s+kriz%C4%97%E2%80%9C-lt = supersededTerm-admn-sts
tiesioginis+pradmuo-lt = preferredTerm-admn-sts
tiriamasis+vaistas-lt = preferredTerm-admn-sts
tranzito+pra%C5%A1ymas-lt = preferredTerm-admn-sts
ununheksis-lt = supersededTerm-admn-sts
va%C5%BEtos+dokumentai-lt = preferredTerm-admn-sts
vaiko+paskyrimas+%C4%AF+%C5%A1eim%C4%85-lt = deprecatedTerm-admn-sts
%C4%AFvertinti-lt = admittedTerm-admn-sts
%C5%BEmogaus+pagrobimas+%C4%AFkaitu-lt = admittedTerm-admn-sts
2-asis+direktoratas+%28ekonomikos+ir+finans%C5%B3+reikalai%2C+%C5%BEem%C4%97s+%C5%ABkis+ir+%C5%BEuvininkyst%C4%97%29-lt = supersededTerm-admn-sts
EBPIT-lt = supersededTerm-admn-sts
EEB+sudedamosios+dalies+tipo+patvirtinimo+%C5%BEymuo-lt = preferredTerm-admn-sts
Europos+platforma%2C+skirta+bendradarbiavimui+nedeklaruojamo+darbo+prevencijos+ir+atgrasymo+nuo+jo+srityje+gerinti-lt = supersededTerm-admn-sts
Te%C5%A1eno+liga-lt = preferredTerm-admn-sts
abipusis+pripa%C5%BEinimas-lt = admittedTerm-admn-sts
aktyvusis+%C5%BEvejybos+%C4%AFrankis-lt = deprecatedTerm-admn-sts
atgaliaeigis+kastuvas-lt = preferredTerm-admn-sts
atmosferos+deguonis-lt = preferredTerm-admn-sts
augimo+ma%C5%BEinimas-lt = preferredTerm-admn-sts
auk%C5%A1tada%C5%BEn%C4%97+chirurgijos+%C4%AFranga-lt = preferredTerm-admn-sts
avarinis+signalas-lt = preferredTerm-admn-sts
baltieji+ty%C5%BEiai-lt = admittedTerm-admn-sts
bendra+Europos+saugumo+ir+gynybos+politika-lt = supersededTerm-admn-sts
bendrasis+plotis-lt = preferredTerm-admn-sts
biologinis+gr%C4%85%C5%BEinamasis+perdirbimas-lt = preferredTerm-admn-sts
dehidratuotasis+gliukoz%C4%97s+sirupas-lt = preferredTerm-admn-sts
dvejop%C5%B3+degal%C5%B3+transporto+priemon%C4%97-lt = preferredTerm-admn-sts
ekonomikos+politika-lt = admittedTerm-admn-sts
geroji+%C5%ABkininkavimo+patirtis-lt = preferredTerm-admn-sts
gin%C4%8Dytinas-lt = admittedTerm-admn-sts
holistinis+po%C5%BEi%C5%ABris-lt = preferredTerm-admn-sts
i%C5%A1mok%C4%97ta+bedarbio+pa%C5%A1alpa-lt = preferredTerm-admn-sts
intervencijos+centrai-lt = admittedTerm-admn-sts
izopropanolis-lt = deprecatedTerm-admn-sts
kombinuotasis+ve%C5%BEimas-lt = admittedTerm-admn-sts
kurkuma-lt = deprecatedTerm-admn-sts
laimikio+limitas-lt = preferredTerm-admn-sts
leidimas+daryti+i%C5%A1laidas-lt = preferredTerm-admn-sts
mercenarija-lt = supersededTerm-admn-sts
nat%C5%ABralus+valymasis-lt = preferredTerm-admn-sts
ne%C4%AFgali%C5%B3j%C5%B3+darbuotoj%C5%B3+%C4%AFdarbinimui+skirta+pagalba-lt = deprecatedTerm-admn-sts
oficialioji+kontrol%C4%97-lt = preferredTerm-admn-sts
orientuotoji+skiedrant%C5%B3+plok%C5%A1t%C4%97-lt = deprecatedTerm-admn-sts
pasaulin%C4%97+palydovin%C4%97s+navigacijos+sistema-lt = preferredTerm-admn-sts
pesticid%C5%B3+liekanos-lt = preferredTerm-admn-sts
piniginis+susitarimas-lt = deprecatedTerm-admn-sts
pirkimas+%C4%AF+skol%C4%85-lt = admittedTerm-admn-sts
pratr%C5%ABkusi+vezikul%C4%97-lt = admittedTerm-admn-sts
prekiniai+ry%C5%BEiai-lt = admittedTerm-admn-sts
presti%C5%BEas-lt = preferredTerm-admn-sts
saugi+tre%C4%8Dioji+%C5%A1alis-lt = admittedTerm-admn-sts
sorbcija-lt = admittedTerm-admn-sts
srieginis+kai%C5%A1tis-lt = preferredTerm-admn-sts
stichin%C4%97+nelaim%C4%97-lt = admittedTerm-admn-sts
technini%C5%B3+galimybi%C5%B3+studij%C5%B3+pagalba-lt = preferredTerm-admn-sts
tikrasis+laikas-lt = preferredTerm-admn-sts
timel%C4%97jiniai-lt = deprecatedTerm-admn-sts
ugdomasis+vertinimas-lt = preferredTerm-admn-sts
verpstinis+dipsis-lt = preferredTerm-admn-sts
vir%C5%A1utin%C4%97+pakeltin%C4%97-lt = preferredTerm-admn-sts
%C4%AFgaliotasis+leidimus+suteikiantis+pareig%C5%ABnas-lt = preferredTerm-admn-sts
%C5%A1viesos+intensyvumas-lt = deprecatedTerm-admn-sts
%C5%BEemuog%C4%97-lt = admittedTerm-admn-sts
4-asis+direktoratas+%28u%C5%BEimtumas%2C+socialin%C4%97+politika%2C+sveikata+ir+maisto+produktai%29-lt = supersededTerm-admn-sts
ES+specialusis+%C4%AFgaliotinis+Afrikos+Ky%C5%A1ulyje-lt = supersededTerm-admn-sts
ISO+bendras+pavadinimas-lt = preferredTerm-admn-sts
Svazilandas-lt = supersededTerm-admn-sts
U%C5%BEimtumo%2C+socialini%C5%B3+reikal%C5%B3+ir+lygi%C5%B3+galimybi%C5%B3+GD-lt = supersededTerm-admn-sts
abipusis+baud%C5%BEiamumas-lt = preferredTerm-admn-sts
acto+r%C5%ABg%C5%A1ties+trichloridas-lt = deprecatedTerm-admn-sts
adaptyvioji+priekini%C5%B3+%C5%BEibint%C5%B3+sistema-lt = admittedTerm-admn-sts
adsorbuojamieji+organiniai+halogeninti+junginiai-lt = admittedTerm-admn-sts
aki%C5%B3+apsaugos+priemon%C4%97-lt = admittedTerm-admn-sts
aktyvuota+anglis-lt = deprecatedTerm-admn-sts
antrojo+mechaniko+pa%C5%BEym%C4%97jimas-lt = preferredTerm-admn-sts
augalin%C4%97+danga-lt = preferredTerm-admn-sts
bendroji+mi%C5%A1kininkyst%C4%97s+tam+tikrose+Bendrijos+teritorijoje+esan%C4%8Diose+Vidur%C5%BEemio+j%C5%ABros+zonose+priemon%C4%97-lt = preferredTerm-admn-sts
daugiaviet%C4%97+nei%C5%A1ardoma+s%C4%97dyn%C4%97-lt = deprecatedTerm-admn-sts
diar%C4%97ja-lt = admittedTerm-admn-sts
draudimo+veiklos+rizika-lt = preferredTerm-admn-sts
gabenimo+registracijos+numeris-lt = supersededTerm-admn-sts
ginkluot%C4%97s+kontrol%C4%97-lt = preferredTerm-admn-sts
grikiai-lt = preferredTerm-admn-sts
i%C5%A1metam%C5%B3j%C5%B3+ter%C5%A1al%C5%B3+norma-lt = preferredTerm-admn-sts
i%C5%A1orinio+komercinio+sandorio+tvarka-lt = deprecatedTerm-admn-sts
i%C5%A1vengiamas+mirtingumas-lt = preferredTerm-admn-sts
intervencinis+vidinis+%C5%A1launies+raumuo-lt = admittedTerm-admn-sts
investicin%C4%97+pagalba-lt = preferredTerm-admn-sts
keleivinis+%C4%AFva%C5%BEiuojamasis+laivas-lt = admittedTerm-admn-sts
kreatinkinaz%C4%97-lt = admittedTerm-admn-sts
kredit%C5%B3+judumas-lt = preferredTerm-admn-sts
m%C4%97sa+be+kaul%C5%B3-lt = admittedTerm-admn-sts
mi%C5%A1kotvarka-lt = preferredTerm-admn-sts
migrant%C5%B3+tranzitas-lt = deprecatedTerm-admn-sts
netradiciniai+angliavandeniliai-lt = preferredTerm-admn-sts
normalusis+skirstinys-lt = preferredTerm-admn-sts
nusodinimas-lt = admittedTerm-admn-sts
pagalb%C4%85+teikianti+%C5%A1alis-lt = supersededTerm-admn-sts
pagalbos+dydis-lt = admittedTerm-admn-sts
paliatyvioji+slauga-lt = supersededTerm-admn-sts
papildomas+mokestis+pienui-lt = deprecatedTerm-admn-sts
patvirtinto+tipo+i%C5%A1pl%C4%97timas-lt = preferredTerm-admn-sts
perva%C5%BEa-lt = preferredTerm-admn-sts
pirmenyb%C4%97s+teis%C4%97+pirkti-lt = admittedTerm-admn-sts
preliminariai+pripa%C5%BEintos+gamintoj%C5%B3+organizacijos-lt = preferredTerm-admn-sts
priekin%C4%97+apsauga+nuo+palindimo-lt = preferredTerm-admn-sts
rudieji+ry%C5%BEiai-lt = admittedTerm-admn-sts
smailialapio+%C5%BEingio+japoninis+por%C5%AB%C5%A1is-lt = preferredTerm-admn-sts
susitarimas+d%C4%97l+paslaug%C5%B3+lygio-lt = preferredTerm-admn-sts
svetnauda-lt = admittedTerm-admn-sts
tikslinis+patikrinimas-lt = preferredTerm-admn-sts
tipo+patvirtinimo+sertifikatas-lt = preferredTerm-admn-sts
varan%C4%8Dioji+a%C5%A1is-lt = preferredTerm-admn-sts
variklio+s%C5%ABki%C5%B3+skai%C4%8Dius-lt = preferredTerm-admn-sts
vingio+ta%C5%A1kas-lt = admittedTerm-admn-sts
vir%C5%A1%C5%ABn%C4%97-lt = admittedTerm-admn-sts
vyriausias+finansininkas-lt = preferredTerm-admn-sts
%C4%AFsidarbinamumas-lt = preferredTerm-admn-sts
%C5%A0vietimo+ir+jaunimo+reikal%C5%B3+taryba-lt = supersededTerm-admn-sts
%C5%BDem%C4%97s+%C5%ABkio+ir+kaimo+bendradarbiavimo+techninis+centras-lt = deprecatedTerm-admn-sts
%C5%BEuvininkyst%C4%97s+orientavimo+finansin%C4%97+priemon%C4%97-lt = preferredTerm-admn-sts
Pasirengimo+narystei+paramos+priemon%C4%97-lt = preferredTerm-admn-sts
Pesticid%C5%B3+liekan%C5%B3+kodekso+komitetas-lt = preferredTerm-admn-sts
Piet%C5%B3+Afrikos+nerasistinis+olimpinis+komitetas-lt = supersededTerm-admn-sts
Pramon%C4%97s+ir+energetikos+taryba-lt = supersededTerm-admn-sts
Skaidrumo+direktoratas-lt = supersededTerm-admn-sts
Teisingumo%2C+vidaus+reikal%C5%B3+ir+civilin%C4%97s+saugos+taryba-lt = supersededTerm-admn-sts
ad+hoc+komitetas-lt = admittedTerm-admn-sts
atomin%C4%97s+sugerties+spektroskopija-lt = preferredTerm-admn-sts
atsparus+ugniai-lt = preferredTerm-admn-sts
automatizuotai+nuskaitomas-lt = deprecatedTerm-admn-sts
bazin%C4%97+pl%C4%97tojamoji+technologija-lt = supersededTerm-admn-sts
daugianaris-lt = preferredTerm-admn-sts
elektronin%C4%97+komercija-lt = deprecatedTerm-admn-sts
eritema-lt = admittedTerm-admn-sts
finansin%C4%97+holdingo+kompanija-lt = supersededTerm-admn-sts
galvos+elgsenos+bandymo+metu+kriterijus-lt = deprecatedTerm-admn-sts
griki%C5%B3+kruopos-lt = admittedTerm-admn-sts
grup%C4%97s+auditoriaus+nuomon%C4%97-lt = deprecatedTerm-admn-sts
i%C5%A1+dalies+nuluk%C5%A1tenti+ry%C5%BEiai-lt = admittedTerm-admn-sts
imunin%C4%97+reakcija-lt = admittedTerm-admn-sts
italin%C4%97s+pinijos-lt = preferredTerm-admn-sts
kapiliarinis+klampomatis-lt = preferredTerm-admn-sts
kitos+aliejini%C5%B3+augal%C5%B3+s%C4%97klos-lt = admittedTerm-admn-sts
kompensacija+vienkartine+suma-lt = supersededTerm-admn-sts
kotiruojamoji+zona-lt = deprecatedTerm-admn-sts
kukur%C5%ABz%C5%B3+aliejus-lt = preferredTerm-admn-sts
labai+ma%C5%BEos+galios+kogeneracija-lt = preferredTerm-admn-sts
latentinis+periodas-lt = preferredTerm-admn-sts
linksminan%C4%8Diosios+dujos-lt = supersededTerm-admn-sts
maksimalus+pagalbos+intensyvumas-lt = admittedTerm-admn-sts
minimali+pardavimo+kaina-lt = admittedTerm-admn-sts
pad%C4%97ties+keitimo+sistema-lt = deprecatedTerm-admn-sts
pagalba+u%C5%BE+hektar%C4%85-lt = deprecatedTerm-admn-sts
pagrindinis+veiklos+rezultat%C5%B3+rodiklis-lt = preferredTerm-admn-sts
pamaininis+darbuotojas-lt = admittedTerm-admn-sts
pelaginis+tralas+krevet%C4%97ms+gaudyti-lt = admittedTerm-admn-sts
plikimas-lt = preferredTerm-admn-sts
politin%C4%97s+kampanijos+finansavimas-lt = preferredTerm-admn-sts
poveikis+biud%C5%BEetui-lt = preferredTerm-admn-sts
pradin%C4%97+bakterij%C5%B3+kult%C5%ABra-lt = admittedTerm-admn-sts
regionin%C4%97+vir%C5%A1utin%C4%97+riba-lt = preferredTerm-admn-sts
rib%C5%B3+nustatymo+bandymas-lt = preferredTerm-admn-sts
smurtas+d%C4%97l+lyties-lt = preferredTerm-admn-sts
sugertuvas-lt = preferredTerm-admn-sts
susitarimas+d%C4%97l+pinig%C5%B3-lt = preferredTerm-admn-sts
taur%C4%97papar%C4%8Diai-lt = preferredTerm-admn-sts
velvi%C4%8Dijiniai-lt = preferredTerm-admn-sts
viris-lt = admittedTerm-admn-sts
zinebas-lt = deprecatedTerm-admn-sts
%C5%BEaliavos%2C+pirktos-lt = admittedTerm-admn-sts
3%27%2C5%27-adenozinmonofosfatas-lt = admittedTerm-admn-sts
CD4%2BT+limfocitas-lt = preferredTerm-admn-sts
EEB+patikros+sertifikatas-lt = preferredTerm-admn-sts
Europos+inovacij%C5%B3+tarybos+programa+%E2%80%9EAkceleratorius%E2%80%9C-lt = deprecatedTerm-admn-sts
Informacin%C4%97s+visuomen%C4%97s+ir+%C5%BEiniasklaidos+generalinis+direktoratas-lt = supersededTerm-admn-sts
alyv%C5%B3+aliejaus+gamintoj%C5%B3+organizacijos-lt = deprecatedTerm-admn-sts
auk%C5%A1tesnio+lygio+statusas-lt = preferredTerm-admn-sts
charakteringoji+kreiv%C4%97-lt = admittedTerm-admn-sts
d%C4%97l+lig%C5%B3+prevencijos+galim%C5%B3+i%C5%A1vengti+mir%C4%8Di%C5%B3+rodiklis-lt = deprecatedTerm-admn-sts
darbo+patirtis-lt = preferredTerm-admn-sts
efektyvusis+dir%C5%BEo+tvirtinimas-lt = deprecatedTerm-admn-sts
ekstensyvus+ganymas-lt = admittedTerm-admn-sts
elektroninis+%C5%A1viesos+%C5%A1altinio+reguliavimo+%C4%AFrenginys-lt = preferredTerm-admn-sts
grupuot%C4%97+%E2%80%9EJabhat+al-Nusra%E2%80%9C-lt = supersededTerm-admn-sts
gyv%C5%ABnin%C4%97s+kilm%C4%97s+produktas-lt = deprecatedTerm-admn-sts
i%C5%A1mok%C4%97tos+nedarbo+draudimo+i%C5%A1mokos-lt = admittedTerm-admn-sts
intervencin%C4%97+%C5%BEinyba-lt = deprecatedTerm-admn-sts
konkreti+paskirtis-lt = admittedTerm-admn-sts
lenktadyglis+p%C4%97dul%C4%97-lt = deprecatedTerm-admn-sts
motorin%C4%97+transporto+priemon%C4%97-lt = preferredTerm-admn-sts
naudingoji+talpa-lt = preferredTerm-admn-sts
nedarbo+socialinio+draudimo+i%C5%A1moka-lt = admittedTerm-admn-sts
nei%C5%A1semiami+gamtos+i%C5%A1tekliai-lt = admittedTerm-admn-sts
oro+tar%C5%A1a-lt = preferredTerm-admn-sts
palydovin%C4%97s+s%C4%85skaitos-lt = preferredTerm-admn-sts
pataisos+faktorius-lt = preferredTerm-admn-sts
pradin%C4%97+kult%C5%ABra-lt = preferredTerm-admn-sts
priekinis+pradmuo-lt = admittedTerm-admn-sts
realusis+laikas-lt = admittedTerm-admn-sts
saul%C4%97gr%C4%85%C5%BE%C5%B3+s%C4%97klos-lt = admittedTerm-admn-sts
sizalis-lt = deprecatedTerm-admn-sts
spalv%C5%B3+atgava-lt = admittedTerm-admn-sts
t%C4%97v%C5%B3+ir+vaiko+santyki%C5%B3+u%C5%BEgin%C4%8Dijimas-lt = admittedTerm-admn-sts
tarpvalstybinis+asmens+duomen%C5%B3+jud%C4%97jimas-lt = preferredTerm-admn-sts
tepieji+pieno+riebalai-lt = preferredTerm-admn-sts
terminis+apdorojimas-lt = preferredTerm-admn-sts
tvar%C5%ABs+gamtos+i%C5%A1tekliai-lt = preferredTerm-admn-sts
vadovavimas+%C5%BEodiniam+bylos+nagrin%C4%97jimui-lt = deprecatedTerm-admn-sts
valytuvo+a%C5%A1el%C4%97-lt = preferredTerm-admn-sts
vardin%C4%97+%C5%A1ilumin%C4%97+galia-lt = preferredTerm-admn-sts
viz%C5%B3+reikalavimo+netaikymas-lt = admittedTerm-admn-sts
%C4%AFsipareigojimas+kompensuoti+su+u%C5%BEsienie%C4%8Dio+gr%C4%AF%C5%BEimu+susijusias+i%C5%A1laidas-lt = admittedTerm-admn-sts
%C5%BEuvininkyst%C4%97s+orientavimo+finansinis+instrumentas-lt = deprecatedTerm-admn-sts
B+generalinis+direktoratas+%28%C5%BEem%C4%97s+%C5%ABkis+ir+%C5%BEuvininkyst%C4%97%29-lt = supersededTerm-admn-sts
Bendrijos+patentas-lt = supersededTerm-admn-sts
Europos+S%C4%85jungos+specialusis+%C4%AFgaliotinis+Afrikos+Ky%C5%A1ulyje-lt = supersededTerm-admn-sts
Europos+bendrijos+steigimo+sutartis-lt = supersededTerm-admn-sts
Europos+sausr%C5%B3+steb%C4%97jimo+tarnyba-lt = deprecatedTerm-admn-sts
Gauso+skirstinys-lt = admittedTerm-admn-sts
KFK-lt = preferredTerm-admn-sts
Saugumo+komitetas+%28INFOSEC+-+ekspertai%29-lt = supersededTerm-admn-sts
Sulaikyt%C5%B3j%C5%B3+asmen%C5%B3+%C5%A1vietimo+ir+gerov%C4%97s+organizacija-lt = supersededTerm-admn-sts
absobcija-lt = admittedTerm-admn-sts
absorbuoti-lt = admittedTerm-admn-sts
aerozolinis+propelentas-lt = admittedTerm-admn-sts
ankstyvo+i%C5%A1%C4%97jimo+%C4%AF+pensij%C4%85+pagalba-lt = preferredTerm-admn-sts
antrinis+poveikis-lt = preferredTerm-admn-sts
apskaita+kaupimo+pagrindu-lt = deprecatedTerm-admn-sts
arklini%C5%B3+%C5%A1eimos+gyv%C5%ABn%C5%B3+serumas-lt = admittedTerm-admn-sts
bendras+cholesterolio+kiekis-lt = preferredTerm-admn-sts
bendras+sugavimas-lt = deprecatedTerm-admn-sts
bylos+pagrindin%C4%97s+%C5%A1alys-lt = supersededTerm-admn-sts
dailusis+alavijas-lt = supersededTerm-admn-sts
didingasis+%C4%85sotenis-lt = preferredTerm-admn-sts
embrion%C5%B3+rinkimo+grup%C4%97-lt = preferredTerm-admn-sts
gliucitolis-lt = preferredTerm-admn-sts
